MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,min_distance_to_city
2.3182,38.0,3.365432098765432,0.9753086419753086,1798.0,4.439506172839506,34.21,-118.38,1.712,21.570061060761514
2.8917,33.0,4.699346405228758,1.0098039215686274,1378.0,4.503267973856209,34.2,-118.37,1.704,20.13085599181082
4.1445,11.0,4.399096385542169,1.0316265060240963,1512.0,2.2771084337349397,34.19,-118.36,1.764,18.69217838912753
2.9583,34.0,3.8108808290155443,1.0958549222797926,995.0,2.577720207253886,34.18,-118.36,1.887,17.79245607898327
2.8784,36.0,3.7278797996661104,1.010016694490818,1934.0,3.2287145242070117,34.18,-118.36,1.949,17.79245607898327
3.1629,33.0,3.658,1.024,1345.0,2.69,34.18,-118.37,1.989,18.361135391726197
2.6696,19.0,4.099290780141844,1.1645390070921986,2203.0,3.124822695035461,34.19,-118.37,1.851,19.234211658442288
3.0491,41.0,4.3383947939262475,1.052060737527115,1439.0,3.121475054229935,34.19,-118.39,1.92,20.39985018060256
2.0968,23.0,2.853881278538813,1.0806697108066972,2555.0,3.888888888888889,34.19,-118.39,1.625,20.39985018060256
2.2234,19.0,2.752393980848153,1.0013679890560876,3483.0,4.764705882352941,34.2,-118.39,1.813,21.247232302223473
2.1,41.0,3.4976076555023923,1.0370813397129186,2751.0,3.29066985645933,34.19,-118.37,1.716,19.234211658442288
2.4375,37.0,3.5495049504950495,0.9752475247524752,1667.0,4.126237623762377,34.19,-118.38,1.763,19.804217135401547
2.4306,32.0,4.004032258064516,1.1491935483870968,1044.0,4.209677419354839,34.2,-118.38,1.875,20.676093578949775
3.6875,13.0,4.049166666666666,1.0775,3351.0,2.7925,34.2,-118.4,2.119,21.842240434322814
3.625,37.0,4.060869565217391,1.0043478260869565,587.0,2.5521739130434784,34.19,-118.4,1.813,21.018932204723022
2.8424,30.0,3.9277504105090313,1.0755336617405582,1987.0,3.2627257799671594,34.2,-118.4,2.264,21.842240434322814
3.0395,35.0,3.797909407665505,1.043554006968641,1483.0,2.583623693379791,34.19,-118.4,1.913,21.018932204723022
4.1429,39.0,4.732793522267206,0.979757085020243,612.0,2.477732793522267,34.19,-118.41,2.0,21.659452601750562
3.5164,32.0,4.481967213114754,1.0721311475409836,2209.0,3.621311475409836,34.2,-118.41,2.172,22.45922094592814
1.9549,24.0,3.7520858164481528,1.0822407628128725,2850.0,3.3969010727056017,34.2,-118.42,2.215,23.09641303675874
3.9792,42.0,5.263513513513513,0.9797297297297297,450.0,3.0405405405405403,34.19,-118.41,1.938,21.659452601750562
3.338,34.0,4.575916230366492,0.9982547993019197,1997.0,3.4851657940663174,34.19,-118.42,2.225,22.319565745583727
2.2377,27.0,3.3765822784810124,1.0232067510548524,3403.0,3.589662447257384,34.2,-118.42,2.317,23.09641303675874
3.0221,28.0,4.5943012211668925,1.1058344640434192,2240.0,3.039348710990502,34.2,-118.43,2.901,23.75219012874123
2.2589,33.0,4.3264516129032256,1.0193548387096774,2318.0,2.990967741935484,34.19,-118.42,2.697,22.319565745583727
2.6165,33.0,4.179389312977099,1.0559796437659033,2281.0,2.9020356234096694,34.19,-118.42,2.308,22.319565745583727
3.1551,27.0,4.630541871921182,1.083743842364532,2022.0,2.4901477832512313,34.18,-118.42,2.256,21.572078990288436
3.6745,31.0,4.532182103610675,1.0141287284144427,1626.0,2.5525902668759812,34.18,-118.42,3.355,21.572078990288436
3.3594,30.0,3.972972972972973,1.06006006006006,856.0,2.5705705705705704,34.18,-118.42,2.022,21.572078990288436
3.9099,33.0,4.55108877721943,1.1088777219430486,1546.0,2.5896147403685092,34.18,-118.43,2.675,22.272945703887533
3.8906,31.0,4.767258382642998,1.0059171597633136,1102.0,2.173570019723866,34.18,-118.43,2.822,22.272945703887533
5.7143,40.0,6.102409638554217,0.9036144578313253,449.0,2.7048192771084336,34.18,-118.42,3.824,21.572078990288436
3.6625,45.0,4.850877192982456,0.9868421052631579,595.0,2.6096491228070176,34.19,-118.41,1.907,21.659452601750562
4.7171,43.0,5.696594427244582,1.1021671826625388,966.0,2.9907120743034055,34.18,-118.41,2.379,20.88827484720547
3.0119,30.0,4.048387096774194,1.034274193548387,1052.0,2.120967741935484,34.18,-118.41,2.622,20.88827484720547
2.8021,37.0,4.9825,1.0625,939.0,2.3475,34.19,-118.41,2.246,21.659452601750562
4.1125,30.0,4.038759689922481,0.9767441860465116,306.0,2.372093023255814,34.19,-118.4,2.167,21.018932204723022
3.6007,35.0,4.432065217391305,0.967391304347826,862.0,2.342391304347826,34.19,-118.4,2.618,21.018932204723022
3.5711,32.0,4.707964601769912,1.13653603034134,1912.0,2.4171934260429837,34.18,-118.4,3.127,20.22326415280735
3.4013,27.0,4.119402985074627,1.0459242250287026,1891.0,2.1710677382319172,34.17,-118.4,2.86,19.458627215021753
2.9982,25.0,4.331050228310502,1.1289954337899544,2454.0,2.8013698630136985,34.19,-118.39,2.042,20.39985018060256
2.9327,42.0,4.7270531400966185,0.9396135265700483,985.0,2.3792270531400965,34.18,-118.39,2.402,19.578961998290193
3.3516,26.0,4.327296248382924,1.0582147477360933,1599.0,2.0685640362225097,34.17,-118.39,2.415,18.78804080054677
3.3906,44.0,4.258928571428571,0.8125,220.0,1.9642857142857142,34.18,-118.39,2.238,19.578961998290193
2.4167,36.0,4.732984293193717,1.0,627.0,3.282722513089005,34.19,-118.39,1.929,20.39985018060256
2.3333,45.0,5.157894736842105,1.0964912280701755,471.0,2.0657894736842106,34.16,-118.4,3.647,18.728822475629137
3.8056,35.0,5.1679389312977095,1.083969465648855,501.0,1.9122137404580153,34.16,-118.4,3.847,18.728822475629137
4.2989,34.0,4.787658802177859,1.0526315789473684,1150.0,2.087114337568058,34.16,-118.4,3.647,18.728822475629137
6.3703,32.0,6.0,0.9901960784313726,1159.0,2.272549019607843,34.16,-118.41,4.658,19.445176188158733
4.692,35.0,5.04228855721393,1.064676616915423,879.0,2.1865671641791047,34.17,-118.41,3.309,20.148970761623243
2.7379,42.0,4.33112582781457,0.956953642384106,950.0,3.1456953642384105,34.19,-118.38,1.815,19.804217135401547
3.0061,40.0,3.952471482889734,1.079847908745247,1396.0,2.653992395437262,34.18,-118.38,1.908,18.957479952434564
2.1449,27.0,3.375698324022346,1.066340782122905,3847.0,2.6864525139664805,34.18,-118.38,1.653,18.957479952434564
2.4792,24.0,3.4547038327526134,1.1341463414634145,2251.0,3.921602787456446,34.18,-118.38,2.0,18.957479952434564
2.8208,33.0,4.051020408163265,1.1581632653061225,739.0,1.885204081632653,34.17,-118.38,2.385,18.139402831624434
3.6563,40.0,4.405194805194805,0.9662337662337662,835.0,2.168831168831169,34.17,-118.39,2.224,18.78804080054677
2.9728,36.0,4.2994652406417115,0.9973262032085561,1217.0,3.2540106951871657,34.18,-118.37,1.902,18.361135391726197
3.3958,42.0,4.523809523809524,1.1904761904761905,643.0,2.5515873015873014,34.18,-118.37,1.784,18.361135391726197
3.3125,44.0,5.033519553072626,1.0,473.0,2.642458100558659,34.18,-118.38,1.864,18.957479952434564
1.9866,30.0,3.7868217054263567,1.0232558139534884,736.0,2.852713178294574,34.19,-118.38,1.774,19.804217135401547
2.9228,35.0,3.953083109919571,1.064343163538874,2106.0,2.8230563002680964,34.18,-118.37,1.773,18.361135391726197
2.5603,32.0,3.517821782178218,1.0495049504950495,3129.0,3.098019801980198,34.18,-118.38,1.742,18.957479952434564
2.3056,31.0,3.320359281437126,1.0598802395209581,1119.0,3.3502994011976046,34.18,-118.36,2.0,17.79245607898327
2.5234,31.0,4.160944206008583,1.0836909871244635,1584.0,3.3991416309012874,34.17,-118.36,1.995,16.91798787459896
3.2596,42.0,4.0117096018735365,0.9742388758782201,1349.0,3.159250585480094,34.17,-118.37,1.918,17.51515193247358
3.9038,35.0,4.535830618892508,1.0798045602605864,1631.0,2.6563517915309447,34.18,-118.41,2.761,20.88827484720547
3.875,27.0,5.328455284552845,1.053658536585366,1382.0,2.2471544715447154,34.17,-118.41,3.661,20.148970761623243
4.375,35.0,4.864532019704433,0.9458128078817734,882.0,2.1724137931034484,34.18,-118.41,2.917,20.88827484720547
3.4449,32.0,5.156199677938808,1.1207729468599035,1573.0,2.533011272141707,34.17,-118.43,2.929,21.581292409780204
5.451,35.0,6.024742268041237,1.045360824742268,1130.0,2.329896907216495,34.17,-118.43,3.418,21.581292409780204
5.9275,37.0,5.829411764705882,0.9735294117647059,794.0,2.335294117647059,34.17,-118.43,3.369,21.581292409780204
4.0347,34.0,5.311015118790497,1.0561555075593954,1139.0,2.4600431965442766,34.16,-118.43,3.536,20.925895684163017
3.4208,41.0,4.183673469387755,0.9755102040816327,850.0,1.7346938775510203,34.16,-118.43,3.434,20.925895684163017
4.569,40.0,6.064171122994653,0.983957219251337,452.0,2.4171122994652405,34.16,-118.43,3.339,20.925895684163017
5.1496,27.0,5.224299065420561,1.125233644859813,1073.0,2.005607476635514,34.15,-118.42,3.65,19.53884501571568
6.1359,31.0,6.04054054054054,0.981081081081081,914.0,2.4702702702702704,34.17,-118.42,3.597,20.857109719229236
3.9028,28.0,4.853277835587929,1.0822060353798126,1963.0,2.0426638917793967,34.16,-118.42,3.679,20.178114795530426
4.1875,14.0,4.438461538461539,1.1538461538461537,372.0,2.8615384615384616,34.16,-118.41,2.75,19.445176188158733
3.6641,25.0,5.080733944954129,1.038532110091743,1201.0,2.2036697247706423,34.16,-118.42,3.861,20.178114795530426
2.2652,24.0,3.7652542372881355,1.0872881355932202,2421.0,2.051694915254237,34.17,-118.4,2.692,19.458627215021753
3.3545,24.0,4.25402144772118,1.0375335120643432,2945.0,1.9738605898123325,34.17,-118.4,2.215,19.458627215021753
3.2052,28.0,4.0028694404591105,1.0731707317073171,1351.0,1.9383070301291248,34.17,-118.39,2.836,18.78804080054677
3.1929,26.0,4.311871227364185,1.080482897384306,2806.0,1.8819584171696848,34.17,-118.39,2.652,18.78804080054677
5.1169,46.0,5.590106007067138,0.9858657243816255,603.0,2.1307420494699647,34.16,-118.39,4.143,18.031030474395727
5.1584,37.0,5.37984496124031,1.1085271317829457,547.0,2.12015503875969,34.16,-118.39,4.447,18.031030474395727
2.7708,30.0,3.619389587073609,1.1166965888689409,1359.0,2.4398563734290843,34.17,-118.38,1.923,18.139402831624434
3.3177,46.0,4.45982905982906,1.0136752136752136,1055.0,1.8034188034188035,34.16,-118.38,3.094,17.354039390559517
3.7312,31.0,4.635021097046414,1.0569620253164558,944.0,1.9915611814345993,34.16,-118.38,3.194,17.354039390559517
2.3851,44.0,4.346590909090909,1.0606060606060606,1543.0,2.922348484848485,34.17,-118.36,1.941,16.91798787459896
2.3784,15.0,3.882147024504084,1.1796966161026838,2683.0,3.1306884480746793,34.17,-118.37,1.854,17.51515193247358
2.4107,42.0,3.314917127071823,0.9447513812154696,377.0,2.0828729281767955,34.17,-118.37,1.844,17.51515193247358
2.2756,10.0,3.335664335664336,1.1025641025641026,1438.0,3.351981351981352,34.17,-118.37,2.214,17.51515193247358
0.8198,6.0,2.660436137071651,1.0903426791277258,542.0,1.6884735202492211,34.17,-118.37,3.25,17.51515193247358
2.7231,6.0,3.6458100558659217,1.1212290502793296,3298.0,1.8424581005586593,34.16,-118.37,2.5,16.700379072187424
3.6128,10.0,3.8323529411764707,1.1,1373.0,2.0191176470588235,34.16,-118.37,2.25,16.700379072187424
3.6375,25.0,4.2387543252595155,1.069204152249135,1054.0,1.8235294117647058,34.16,-118.37,2.625,16.700379072187424
4.4122,40.0,5.605113636363637,1.0852272727272727,774.0,2.1988636363636362,34.16,-118.37,2.823,16.700379072187424
2.4835,43.0,4.253731343283582,1.0582089552238807,1510.0,2.253731343283582,34.16,-118.36,2.743,16.07289625856375
4.0764,32.0,4.979716024340771,1.127789046653144,989.0,2.006085192697769,34.16,-118.36,3.25,16.07289625856375
3.5051,17.0,3.9865513928914504,1.1027857829010568,1808.0,1.7367915465898174,34.16,-118.37,2.324,16.700379072187424
3.1106,11.0,3.67680608365019,1.1039290240811153,1659.0,2.102661596958175,34.16,-118.37,2.094,16.700379072187424
5.1423,45.0,5.131578947368421,0.97953216374269,822.0,2.4035087719298245,34.16,-118.36,3.229,16.07289625856375
4.3542,42.0,5.370629370629371,1.0303030303030303,862.0,2.0093240093240095,34.16,-118.36,4.179,16.07289625856375
4.1544,35.0,5.58457711442786,0.9776119402985075,783.0,1.9477611940298507,34.15,-118.35,5.00001,14.630754943693585
2.773,20.0,3.8841405508072175,1.2070275403608737,2824.0,2.6818613485280154,34.2,-118.43,1.405,23.75219012874123
4.125,26.0,4.4796875,1.0484375,1955.0,3.0546875,34.21,-118.43,2.265,24.533997498237238
2.9219,28.0,4.15347721822542,1.0431654676258992,1198.0,2.8729016786570742,34.2,-118.44,2.413,24.425055321236776
3.2448,20.0,4.204528853177502,1.078889700511322,4031.0,2.944485025566107,34.21,-118.44,2.212,25.185908446436105
2.1888,30.0,3.297029702970297,1.0367751060820367,2172.0,3.072135785007072,34.21,-118.45,1.956,25.85415411530577
2.9688,19.0,3.363302752293578,1.055045871559633,2657.0,2.4376146788990827,34.2,-118.45,2.021,25.113635130235036
3.5255,13.0,3.6483790523690773,1.0174563591022443,1867.0,2.327930174563591,34.2,-118.46,2.027,25.816672163778787
3.5,7.0,3.8897196261682243,1.2280373831775702,1456.0,2.721495327102804,34.21,-118.46,1.869,26.537500544578233
2.9735,34.0,4.301369863013699,1.0325342465753424,1805.0,3.0907534246575343,34.21,-118.47,2.2,27.234811075822154
2.9025,20.0,3.931137724550898,1.1407185628742516,2475.0,2.470059880239521,34.2,-118.47,2.291,26.53301723466122
3.3864,25.0,4.436055469953775,1.1140215716486903,2077.0,3.200308166409861,34.21,-118.48,1.974,27.94504038653049
2.8974,26.0,3.9512670565302144,1.0896686159844056,1545.0,3.0116959064327484,34.2,-118.48,1.899,27.261621283099718
2.1974,22.0,3.141025641025641,1.1117216117216118,3618.0,3.3131868131868134,34.22,-118.48,0.938,28.65532100927039
1.3565,25.0,2.692857142857143,1.069047619047619,746.0,1.776190476190476,34.21,-118.49,2.25,28.667228299663552
3.1667,23.0,3.7739602169981916,1.0325497287522605,1809.0,3.27124773960217,34.19,-118.49,2.02,27.364830429286464
5.2118,35.0,5.49009900990099,1.0198019801980198,515.0,2.5495049504950495,34.2,-118.49,2.158,28.001527377293492
3.915,34.0,5.301639344262295,1.1278688524590164,938.0,3.0754098360655737,34.2,-118.5,2.177,28.751862976462608
2.4375,12.0,3.9617373319544984,1.1199586349534643,2258.0,2.3350568769389866,34.2,-118.48,2.554,27.261621283099718
2.6957,23.0,3.667953667953668,1.111969111969112,2249.0,2.8944658944658945,34.2,-118.48,1.917,27.261621283099718
2.8646,20.0,4.126719768283852,1.1542360608254887,3809.0,2.758146270818248,34.19,-118.48,2.211,26.607133638919493
3.8833,36.0,4.865248226950355,1.0,1132.0,2.6761229314420802,34.19,-118.48,2.104,26.607133638919493
2.7118,25.0,3.8410041841004183,1.2359832635983263,2723.0,2.2786610878661087,34.2,-118.47,2.817,26.53301723466122
3.892,33.0,4.601423487544484,1.1186239620403322,2113.0,2.506524317912218,34.19,-118.47,2.929,25.86000630953369
2.5562,27.0,3.454945054945055,0.989010989010989,1039.0,2.2835164835164834,34.2,-118.45,1.905,25.113635130235036
2.5842,18.0,3.6778975741239894,1.0781671159029649,2099.0,2.8288409703504045,34.2,-118.45,2.308,25.113635130235036
3.0893,22.0,3.859300476947536,1.0731319554848966,2519.0,2.0023847376788555,34.2,-118.46,2.056,25.816672163778787
2.4667,37.0,4.241106719367589,1.0039525691699605,739.0,2.9209486166007905,34.19,-118.45,1.922,24.401330064110343
2.7237,20.0,3.6715686274509802,1.1151960784313726,4826.0,2.957107843137255,34.19,-118.46,2.335,25.124391382651332
6.1142,35.0,4.825242718446602,0.9546925566343042,779.0,2.5210355987055015,34.19,-118.46,2.563,25.124391382651332
3.1118,29.0,4.493372606774669,1.0220913107511045,1942.0,2.8600883652430045,34.2,-118.43,2.381,23.75219012874123
2.7375,36.0,4.870036101083032,1.1245487364620939,1544.0,2.7870036101083033,34.2,-118.44,2.349,24.425055321236776
2.5197,35.0,3.4686868686868686,0.9656565656565657,1628.0,3.2888888888888888,34.2,-118.44,2.256,24.425055321236776
2.936,17.0,3.300337457817773,1.0686164229471316,2517.0,2.831271091113611,34.2,-118.44,2.325,24.425055321236776
4.125,27.0,4.831460674157303,1.0379213483146068,1827.0,2.566011235955056,34.19,-118.43,2.455,22.997584545776256
5.0,37.0,4.368876080691643,0.9913544668587896,983.0,2.8328530259365996,34.19,-118.44,2.436,23.691971769338213
2.6709,19.0,4.176047904191617,1.148502994011976,2278.0,2.7281437125748504,34.19,-118.44,2.155,23.691971769338213
2.4583,29.0,3.6506849315068495,1.047945205479452,1143.0,2.6095890410958904,34.19,-118.44,1.991,23.691971769338213
2.6364,22.0,3.5874125874125875,0.993006993006993,1254.0,2.1923076923076925,34.18,-118.43,2.711,22.272945703887533
2.2326,36.0,3.933712121212121,0.9393939393939394,1206.0,2.284090909090909,34.18,-118.44,2.21,22.98931449376502
2.891,11.0,3.7643229166666665,1.23828125,2166.0,2.8203125,34.19,-118.44,1.781,23.691971769338213
2.1977,17.0,2.7805755395683454,1.064748201438849,2423.0,4.357913669064748,34.18,-118.44,1.542,22.98931449376502
2.2264,11.0,2.8994152046783626,1.0526315789473684,2466.0,2.8842105263157896,34.19,-118.45,1.813,24.401330064110343
2.0192,22.0,3.5287517531556802,1.1584852734922861,3350.0,4.698457223001403,34.18,-118.45,1.583,23.719780845262235
3.0877,27.0,3.596100278551532,1.001392757660167,2038.0,2.838440111420613,34.18,-118.46,1.742,24.463081926923685
5.0929,41.0,5.63265306122449,1.0,495.0,2.5255102040816326,34.19,-118.47,2.25,25.86000630953369
3.7171,39.0,4.7631578947368425,1.0210526315789474,839.0,2.207894736842105,34.18,-118.45,2.288,23.719780845262235
3.6875,34.0,4.419664268585132,1.0599520383693046,861.0,2.064748201438849,34.18,-118.45,2.464,23.719780845262235
4.5081,33.0,4.511335012594459,0.9722921914357683,844.0,2.1259445843828715,34.18,-118.46,2.514,24.463081926923685
3.4583,35.0,4.341288782816229,1.1097852028639619,1336.0,3.18854415274463,34.18,-118.46,2.532,24.463081926923685
2.2461,35.0,3.796875,1.0546875,550.0,2.1484375,34.18,-118.44,2.15,22.98931449376502
3.8081,25.0,5.1837160751565765,1.1837160751565763,1941.0,2.0260960334029225,34.17,-118.44,2.867,22.319957239381143
3.6019,33.0,4.615555555555556,1.08,1021.0,2.2688888888888887,34.18,-118.45,2.25,23.719780845262235
2.6238,25.0,3.7659783677482794,1.0865290068829891,2328.0,2.2890855457227137,34.18,-118.43,2.1,22.272945703887533
4.375,33.0,5.439897698209719,1.0588235294117647,1056.0,2.70076726342711,34.18,-118.44,2.861,22.98931449376502
2.6979,33.0,4.075242718446602,0.9805825242718447,933.0,2.2645631067961167,34.17,-118.43,2.66,21.581292409780204
4.4464,34.0,5.081585081585081,0.9883449883449883,906.0,2.111888111888112,34.17,-118.43,3.531,21.581292409780204
11.2093,42.0,6.876106194690266,0.9026548672566371,284.0,2.5132743362831858,34.17,-118.43,5.00001,21.581292409780204
3.2763,29.0,4.482470784641069,1.0717863105175292,1085.0,1.8113522537562605,34.17,-118.44,2.794,22.319957239381143
4.0474,34.0,5.508403361344538,0.9810924369747899,1233.0,2.5903361344537816,34.16,-118.43,3.797,20.925895684163017
4.1218,35.0,4.943820224719101,1.0304975922953452,1362.0,2.186195826645265,34.16,-118.44,3.285,21.686983587922633
4.0391,33.0,5.196141479099678,1.0353697749196142,580.0,1.864951768488746,34.16,-118.44,3.375,21.686983587922633
3.7105,22.0,4.083606557377049,1.1131147540983606,2237.0,1.8336065573770493,34.16,-118.45,2.726,22.460025762808893
3.2386,21.0,4.578723404255319,1.1212765957446809,996.0,2.119148936170213,34.17,-118.45,2.773,23.071713261121214
4.3333,33.0,4.711246200607903,1.0440729483282676,1388.0,2.1094224924012157,34.17,-118.45,2.613,23.071713261121214
4.1875,24.0,4.538709677419355,1.0887096774193548,1463.0,2.359677419354839,34.17,-118.46,3.093,23.835321828249292
3.1478,22.0,4.16583850931677,1.0788819875776396,2620.0,1.6273291925465838,34.17,-118.46,2.737,23.835321828249292
4.475,33.0,5.170731707317073,1.016260162601626,1035.0,2.1036585365853657,34.16,-118.45,3.148,22.460025762808893
4.4423,28.0,5.128440366972477,1.1412844036697247,1173.0,2.152293577981651,34.16,-118.46,2.804,23.243829508649334
4.3839,26.0,4.718518518518518,1.1981481481481482,1098.0,2.033333333333333,34.16,-118.46,2.991,23.243829508649334
2.875,22.0,3.5733647613435475,1.0760164997053625,4876.0,2.873305833824396,34.21,-118.54,2.271,32.429133038998756
3.9886,32.0,4.740402193784278,1.0347349177330896,1596.0,2.917733089579525,34.21,-118.54,1.992,32.429133038998756
4.6731,35.0,5.385113268608414,0.970873786407767,1000.0,3.236245954692557,34.22,-118.54,2.241,33.04268038343785
4.1597,37.0,4.371584699453552,0.953551912568306,1012.0,2.7650273224043715,34.2,-118.54,2.016,31.842604472779893
4.1319,33.0,5.262529832935561,1.081145584725537,1242.0,2.964200477326969,34.19,-118.54,2.037,31.284614377813202
4.3462,36.0,5.919491525423729,1.1080508474576272,1334.0,2.8262711864406778,34.22,-118.51,2.221,30.80339942708555
4.9643,36.0,5.118367346938776,0.9346938775510204,629.0,2.5673469387755103,34.21,-118.5,2.361,29.400493575521327
5.5675,36.0,5.376623376623376,1.0064935064935066,817.0,2.6525974025974026,34.21,-118.5,2.159,29.400493575521327
4.185,36.0,4.979591836734694,0.9872448979591837,1156.0,2.9489795918367347,34.22,-118.51,2.092,30.80339942708555
4.7,36.0,6.0201005025125625,1.0577889447236182,1064.0,2.6733668341708543,34.21,-118.51,2.236,30.144027834617667
4.8646,36.0,5.488970588235294,1.0477941176470589,766.0,2.8161764705882355,34.22,-118.51,2.132,30.80339942708555
5.0282,35.0,5.6415929203539825,0.9823008849557522,959.0,4.243362831858407,34.22,-118.52,1.954,31.540635812407512
5.5209,35.0,6.532258064516129,1.096774193548387,1052.0,4.241935483870968,34.22,-118.52,2.033,31.540635812407512
4.3261,36.0,5.60655737704918,0.9929742388758782,1490.0,3.489461358313817,34.21,-118.52,2.067,30.89708971392368
5.1265,34.0,5.897163120567376,1.0602836879432624,762.0,2.702127659574468,34.21,-118.52,2.11,30.89708971392368
4.6607,29.0,4.730103806228374,0.9792387543252595,2630.0,3.033448673587082,34.22,-118.53,1.998,32.28727527198794
2.9389,18.0,4.308965517241379,1.0979310344827586,1855.0,2.5586206896551724,34.21,-118.53,2.132,31.6589993229661
5.0623,35.0,5.972350230414746,1.1290322580645162,1427.0,3.2880184331797233,34.21,-118.55,2.464,33.20691866020476
4.4271,35.0,5.813880126182966,1.0378548895899053,1041.0,3.2839116719242902,34.22,-118.56,2.051,34.57748293415982
3.5333,36.0,5.185483870967742,0.9758064516129032,788.0,3.1774193548387095,34.21,-118.56,1.968,33.991830921195
4.3194,34.0,5.2254901960784315,0.9607843137254902,819.0,2.676470588235294,34.22,-118.56,1.97,34.57748293415982
3.8247,33.0,4.827160493827161,1.0345679012345679,2097.0,2.588888888888889,34.21,-118.55,2.087,33.20691866020476
3.7313,13.0,4.696559503666102,1.0428652002256062,4126.0,2.327129159616469,34.21,-118.56,1.898,33.991830921195
4.3571,35.0,4.975903614457831,1.0223752151462995,1757.0,3.0240963855421685,34.2,-118.52,1.998,30.280710812549632
3.225,33.0,4.285714285714286,1.072083879423329,2118.0,2.7758846657929226,34.2,-118.53,2.053,31.05783604805681
4.5125,35.0,5.363344051446945,1.067524115755627,807.0,2.594855305466238,34.21,-118.5,2.003,29.400493575521327
4.1806,35.0,4.890909090909091,0.9333333333333333,850.0,2.5757575757575757,34.2,-118.51,2.09,29.511832576828752
4.0924,37.0,4.990338164251208,1.0483091787439613,1031.0,2.4903381642512077,34.2,-118.51,1.884,29.511832576828752
4.5648,36.0,4.864468864468864,1.0512820512820513,823.0,3.0146520146520146,34.21,-118.52,1.937,30.89708971392368
2.2304,42.0,4.664670658682635,0.9640718562874252,884.0,2.6467065868263475,34.2,-118.5,2.038,28.751862976462608
4.2344,33.0,4.930084745762712,1.0148305084745763,1166.0,2.4703389830508473,34.2,-118.51,2.625,29.511832576828752
3.7049,34.0,5.366355140186916,1.0859813084112149,1350.0,2.5233644859813085,34.2,-118.51,2.275,29.511832576828752
5.3028,35.0,6.026128266033254,0.9928741092636579,1161.0,2.7577197149643706,34.19,-118.51,2.292,28.908596647195733
4.2865,38.0,5.757255936675461,1.079155672823219,1141.0,3.0105540897097627,34.19,-118.51,2.211,28.908596647195733
4.1304,18.0,4.674367436743674,1.0264026402640265,2047.0,2.251925192519252,34.2,-118.5,2.291,28.751862976462608
5.0796,35.0,6.112359550561798,1.101123595505618,1158.0,2.602247191011236,34.19,-118.5,2.283,28.132242672243308
4.0,26.0,4.587234042553192,1.0829787234042554,1142.0,2.429787234042553,34.19,-118.5,2.247,28.132242672243308
2.6437,19.0,3.531096563011457,1.067103109656301,2490.0,2.037643207855974,34.2,-118.52,1.95,30.280710812549632
4.9102,37.0,5.070621468926554,0.9774011299435028,1082.0,3.056497175141243,34.2,-118.52,2.072,30.280710812549632
2.8701,26.0,3.683250414593698,1.097844112769486,1998.0,3.3134328358208953,34.2,-118.53,1.911,31.05783604805681
3.6905,21.0,4.058917197452229,1.036624203821656,1624.0,2.5859872611464967,34.2,-118.55,1.798,32.634464691576746
3.1106,18.0,4.5796875,1.0328125,3161.0,2.46953125,34.19,-118.55,1.706,32.09034076910324
3.5313,31.0,4.7301204819277105,1.0120481927710843,1494.0,3.6,34.2,-118.55,2.118,32.634464691576746
2.9511,42.0,5.404907975460123,1.0429447852760736,464.0,2.8466257668711656,34.19,-118.52,2.039,29.693190987496468
3.8516,37.0,5.492957746478873,0.9683098591549296,763.0,2.686619718309859,34.19,-118.52,2.069,29.693190987496468
4.8295,37.0,5.51603498542274,1.0116618075801749,1039.0,3.0291545189504374,34.19,-118.52,2.121,29.693190987496468
2.625,32.0,4.135860979462875,1.0932069510268563,1961.0,3.0979462875197474,34.19,-118.53,1.923,30.485389452298847
4.2143,34.0,5.402810304449648,0.9086651053864169,1168.0,2.7353629976580796,34.18,-118.52,2.454,29.13627608172229
4.2083,26.0,5.366323907455013,1.1375321336760926,2118.0,2.7223650385604112,34.18,-118.53,2.403,29.943306569961305
4.175,36.0,5.398601398601398,1.0769230769230769,891.0,3.1153846153846154,34.2,-118.56,1.909,33.43291279242755
4.0789,35.0,5.640198511166253,1.0173697270471465,1431.0,3.5508684863523574,34.2,-118.56,1.967,33.43291279242755
5.4548,35.0,5.585714285714285,1.0285714285714285,425.0,3.0357142857142856,34.19,-118.56,2.014,32.90209098666784
3.9615,34.0,5.597285067873303,1.0950226244343892,671.0,3.0361990950226243,34.19,-118.56,1.836,32.90209098666784
4.433,34.0,4.988394584139265,1.0851063829787233,1237.0,2.392649903288201,34.19,-118.56,2.351,32.90209098666784
4.8264,36.0,5.059259259259259,0.8296296296296296,719.0,2.662962962962963,34.18,-118.56,2.51,32.40074644050455
2.5739,22.0,4.586160108548168,1.0719131614654003,2199.0,2.983717774762551,34.19,-118.54,2.392,31.284614377813202
3.9632,25.0,4.56,1.0752941176470587,1280.0,3.011764705882353,34.18,-118.54,2.403,30.756716033036646
4.675,36.0,5.09375,0.8854166666666666,475.0,2.4739583333333335,34.19,-118.55,2.225,32.09034076910324
4.3654,31.0,5.155555555555556,1.0277777777777777,990.0,2.75,34.19,-118.55,2.238,32.09034076910324
3.0187,24.0,4.173775671406003,1.099526066350711,1649.0,2.6050552922590837,34.21,-118.58,2.177,35.58114455650191
